Date,JPM,WFC,BAC,C,GS,USB,MS,KEY,PNC,COF,AXP,PRU,SCHW,TFC,KR,PFE,XOM,WMT,DAL,CSCO,IBM,EQIX,DUK,NFLX,GE,APA,F,REGN,CMS
2008-10-06,29.08118438720703,21.691558837890625,24.722139358520508,128.87962341308594,93.58675384521484,21.519262313842773,16.299583435058594,7.181663513183594,47.6446533203125,31.668237686157227,23.22420883178711,28.088701248168945,16.844804763793945,19.363367080688477,9.758750915527344,9.037593841552734,42.29551315307617,13.54378890991211,6.315972805023193,13.47039794921875,54.64603805541992,43.47667694091797,24.320615768432617,3.7842860221862793,69.52487182617188,64.68539428710938,1.9740277528762817,19.814537048339844,6.257136821746826
2008-10-07,25.988004684448242,19.7313289642334,18.238527297973633,112.149658203125,86.79415893554688,19.66416358947754,12.242027282714844,6.462890148162842,43.79011917114258,28.531044006347656,21.818552017211914,25.026918411254883,15.684209823608398,18.428096771240234,9.479084968566895,8.42204761505127,41.611724853515625,12.828001976013184,4.981244087219238,12.403831481933594,51.946842193603516,41.011295318603516,24.121606826782227,3.187143087387085,66.01284790039062,59.927146911621094,1.5621033906936646,18.89571762084961,5.7947001457214355
2008-10-08,25.974781036376953,20.569580078125,16.9571475982666,106.59771728515625,85.2846908569336,19.0643367767334,11.65246868133545,5.482186794281006,43.222312927246094,27.186532974243164,20.945804595947266,23.294233322143555,15.458534240722656,17.949586868286133,9.155266761779785,8.173920631408691,42.12045669555664,12.760164260864258,4.920177936553955,12.074637413024902,49.17706298828125,43.06072998046875,24.06475067138672,3.2485709190368652,67.1510238647461,60.18900680541992,1.4230120182037354,18.915693283081055,5.543503761291504
2008-10-09,24.243135452270508,17.57119369506836,15.061935424804688,95.71585083007812,76.49205780029297,17.889436721801758,8.6353120803833,3.9106266498565674,38.18236541748047,25.378650665283203,18.536113739013672,17.902502059936523,14.708977699279785,15.361283302307129,8.86088752746582,7.4772539138793945,37.197303771972656,12.020986557006836,4.937626838684082,11.317502975463867,48.33528137207031,41.5936164855957,21.53461265563965,3.2771430015563965,61.81794738769531,53.71744155883789,1.112730860710144,16.848350524902344,5.229503631591797
2008-10-10,27.521377563476562,18.254695892333984,16.013376235961914,104.4509506225586,67.02017974853516,18.773706436157227,6.7140421867370605,4.1360063552856445,43.38180160522461,26.99662208557129,17.87962532043457,19.441463470458984,16.28061866760254,16.562992095947266,8.75049114227295,7.224349498748779,34.11210632324219,11.918069839477539,5.260404109954834,11.343838691711426,47.65641403198242,41.27600860595703,20.51118278503418,3.4700000286102295,69.91510772705078,49.97669982910156,1.0645841360092163,17.11800193786621,5.189541816711426
2008-10-13,27.752708435058594,19.602357864379883,17.48657989501953,116.59124755859375,83.77523803710938,19.324052810668945,12.554150581359863,4.726862907409668,43.60508728027344,30.186994552612305,21.08482551574707,26.87796401977539,18.803316116333008,17.210073471069336,9.335577964782715,7.959193229675293,39.97615432739258,12.7484712600708,5.932130336761475,12.686930656433105,50.07861328125,46.668033599853516,23.240318298339844,3.628571033477783,68.28916931152344,60.63042449951172,1.2785707712173462,19.564857482910156,5.714776992797852
2008-10-14,26.906700134277344,21.61418342590332,20.356260299682617,137.8367462158203,92.75653076171875,19.45391273498535,15.217565536499023,7.291308403015137,40.21748733520508,33.77996826171875,21.772201538085938,29.111072540283203,16.901222229003906,18.705411911010742,9.44597053527832,8.173920631408691,39.63699722290039,12.734439849853516,6.411932945251465,12.206317901611328,50.83351135253906,44.406864166259766,22.344829559326172,3.434286117553711,67.80138397216797,59.73262405395508,1.3106684684753418,19.22529411315918,5.709064960479736
2008-10-15,25.439430236816406,21.504560470581055,18.276899337768555,120.14449310302734,85.39791107177734,18.63147735595703,12.731629371643066,6.341063022613525,39.235023498535156,28.682964324951172,18.852766036987305,24.76862144470215,16.07106590270996,17.729629516601562,9.037516593933105,7.763556003570557,34.10662841796875,11.707540512084961,6.49044942855835,10.90931224822998,47.949676513671875,40.59537124633789,21.051321029663086,3.2157139778137207,62.598392486572266,48.83949279785156,1.2304240465164185,17.088041305541992,5.235213756561279
2008-10-16,26.76130485534668,21.859214782714844,18.606821060180664,117.70161437988281,84.83187866210938,19.08907699584961,13.12488842010498,6.4263434410095215,39.17121505737305,29.39700698852539,18.258068084716797,22.196521759033203,16.820629119873047,18.33604621887207,9.674118041992188,8.097573280334473,37.990478515625,12.776540756225586,7.711771488189697,11.686197280883789,49.70387268066406,40.80712127685547,22.074750900268555,3.3499999046325684,64.67961120605469,56.6053581237793,1.2143746614456177,19.265243530273438,5.7947001457214355
2008-10-17,25.99462127685547,20.672746658325195,17.831863403320312,110.15097045898438,86.2658920288086,18.89119529724121,13.511123657226562,6.140051364898682,36.963863372802734,30.323732376098633,18.018644332885742,22.481714248657227,16.925397872924805,18.484899520874023,9.284061431884766,8.068941116333008,37.219181060791016,12.577709197998047,8.017099380493164,11.791535377502441,49.30198669433594,42.88679885864258,21.53461265563965,3.328571081161499,63.8340950012207,55.27360153198242,1.2999693155288696,18.725936889648438,5.788997173309326
